,instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
16842,48499.0,Machine Head,Locust,55.0,7.509999999999998e-05,0.352,456320.0,0.956,0.0203,G,0.125,-3.634,Major,0.149,122.897,4-Apr,0.228,Alternative
37658,75253.0,Machine Head,Locust,59.0,7.509999999999998e-05,0.352,456320.0,0.956,0.0203,G,0.125,-3.634,Major,0.149,122.897,4-Apr,0.228,Rock
46218,51510.0,Mack 10,Backyard Boogie,52.0,0.14,0.853,259181.0,0.603,0.0,C#,0.0783,-7.85,Major,0.226,?,4-Apr,0.546,Hip-Hop
28086,71266.0,Mack 10,Backyard Boogie,52.0,0.14,0.853,259181.0,0.603,0.0,C#,0.0783,-7.85,Major,0.226,95.936,4-Apr,0.546,Rap
16644,85895.0,Mad Season,Wake Up,47.0,0.141,0.3389999999999999,456027.0,0.276,0.0090599999999999,G,0.1,-10.746,Major,0.0285,83.181,4-Apr,0.308,Alternative
33271,28200.0,Mad Season,Wake Up,47.0,0.141,0.3389999999999999,456027.0,0.276,0.0090599999999999,G,0.1,-10.746,Major,0.0285,83.181,4-Apr,0.308,Blues
46776,36394.0,MadeinTYO,Too Quick,60.0,0.221,0.841,183640.0,0.665,0.0,C#,0.2769999999999999,-6.568,Minor,0.271,135.984,4-Apr,0.43,Hip-Hop
28326,74630.0,MadeinTYO,Too Quick,60.0,0.221,0.841,183640.0,0.665,0.0,C#,0.2769999999999999,-6.568,Minor,0.271,135.984,4-Apr,0.43,Rap
46483,66859.0,MadeinTYO,Chucky Cheese,66.0,0.523,0.89,165293.0,0.542,0.0,A#,0.123,-4.8260000000000005,Minor,0.314,78.458,4-Apr,0.565,Hip-Hop
28666,27887.0,MadeinTYO,Chucky Cheese,66.0,0.523,0.89,165293.0,0.542,0.0,A#,0.123,-4.8260000000000005,Minor,0.314,78.458,4-Apr,0.565,Rap
19120,61313.0,Madvillain,Meat Grinder,52.0,0.359,0.5710000000000001,131867.0,0.7170000000000001,3.12e-06,F#,0.7979999999999999,-8.333,Major,0.337,87.538,4-Apr,0.879,Alternative
26475,47702.0,Madvillain,Curls,55.0,0.272,0.5329999999999999,-1.0,0.7240000000000001,6.28e-06,G,0.118,-8.954,Minor,0.31,89.861,4-Apr,0.505,Rap
15192,37884.0,Madvillain,Curls,51.0,0.272,0.5329999999999999,95507.0,0.7240000000000001,6.28e-06,G,0.118,-8.954,Minor,0.31,89.861,4-Apr,0.505,Alternative
46163,42088.0,Madvillain,Figaro,53.0,0.188,0.836,145707.0,0.812,1.82e-06,D,0.0982,-6.985,Major,0.215,92.009,4-Apr,0.769,Hip-Hop
47205,78334.0,Madvillain,Curls,55.0,0.272,0.5329999999999999,-1.0,0.7240000000000001,6.28e-06,G,0.118,-8.954,Minor,0.31,?,4-Apr,0.505,Hip-Hop
46374,85073.0,Madvillain,Meat Grinder,54.0,0.359,0.5710000000000001,131867.0,0.7170000000000001,3.12e-06,F#,0.7979999999999999,-8.333,Major,0.337,87.538,4-Apr,0.879,Hip-Hop
27647,23766.0,Madvillain,Meat Grinder,54.0,0.359,0.5710000000000001,131867.0,0.7170000000000001,3.12e-06,F#,0.7979999999999999,-8.333,Major,0.337,87.538,4-Apr,0.879,Rap
25381,44246.0,Madvillain,Figaro,53.0,0.188,0.836,-1.0,0.812,1.82e-06,D,0.0982,-6.985,Major,0.215,92.009,4-Apr,0.769,Rap
17886,63866.0,Mandisa,Good News,44.0,0.147,0.738,-1.0,0.7979999999999999,0.0,F,0.237,-4.372,Minor,0.0366,109.0,4-Apr,0.873,Alternative
38522,78246.0,Mandisa,Good News,56.0,0.147,0.738,170813.0,0.7979999999999999,0.0,F,0.237,-4.372,Minor,0.0366,?,4-Apr,0.873,Rock
16357,52061.0,Mandisa,Overcomer,53.0,0.0016699999999999,0.6970000000000001,223627.0,0.938,0.000285,G,0.281,-2.7960000000000003,Minor,0.0319,119.99700000000001,4-Apr,0.8290000000000001,Alternative
36349,57668.0,Mandisa,Overcomer,57.0,0.0016699999999999,0.6970000000000001,223627.0,0.938,0.000285,G,0.281,-2.7960000000000003,Minor,0.0319,119.99700000000001,4-Apr,0.8290000000000001,Rock
37675,22761.0,Marcy Playground,Sex & Candy,70.0,0.238,0.67,173493.0,0.5579999999999999,0.0,D,0.106,-9.159,Major,0.0251,80.51100000000001,4-Apr,0.63,Rock
38752,23392.0,Marcy Playground,Sex And Candy,54.0,0.046,0.55,172486.0,0.7020000000000001,1.4e-06,B,0.119,-5.693,Minor,0.0281,159.968,4-Apr,0.515,Rock
19377,22323.0,Marcy Playground,Sex & Candy,66.0,0.238,0.67,173493.0,0.5579999999999999,0.0,D,0.106,-9.159,Major,0.0251,80.51100000000001,4-Apr,0.63,Alternative
17238,35741.0,Marcy Playground,Sex And Candy,51.0,0.046,0.55,172486.0,0.7020000000000001,1.4e-06,B,0.119,-5.693,Minor,0.0281,159.968,4-Apr,0.515,Alternative
19671,27175.0,Marilyn Manson,The Beautiful People,66.0,0.00106,0.639,218827.0,0.8370000000000001,0.5579999999999999,C#,0.0559,-10.011,Major,0.0616,143.97,4-Apr,0.911,Alternative
35979,47008.0,Marilyn Manson,This Is The New S**t,56.0,0.00106,0.573,259667.0,0.865,0.00469,D,0.1159999999999999,-6.097,Major,0.104,178.115,4-Apr,0.616,Rock
36472,41160.0,Marilyn Manson,The Beautiful People,70.0,0.00106,0.639,218827.0,0.8370000000000001,0.5579999999999999,C#,0.0559,-10.011,Major,0.0616,143.97,4-Apr,0.911,Rock
19687,37122.0,Marilyn Manson,This Is The New S**t,53.0,0.00106,0.573,259667.0,0.865,0.00469,D,0.1159999999999999,-6.097,Major,0.104,178.115,4-Apr,0.616,Alternative
37741,90718.0,Mark Chesnutt,Goin' Through The Big D,58.0,0.147,0.5670000000000001,155493.0,0.841,0.000296,A#,0.0953,-7.553999999999999,Major,0.0358,173.787,5-Apr,0.884,Rock
20704,34146.0,Mark Chesnutt,Goin' Through The Big D,57.0,0.147,0.5670000000000001,155493.0,0.841,0.000296,A#,0.0953,-7.553999999999999,Major,0.0358,173.787,5-Apr,0.884,Country
49277,70220.0,Mase,What You Want (feat. Total),66.0,0.0312,0.838,242947.0,0.72,1.11e-05,A#,0.422,-6.593,Minor,0.384,93.76,4-Apr,0.845,Hip-Hop
27752,55716.0,Mase,What You Want (feat. Total),66.0,0.0312,0.838,242947.0,0.72,1.11e-05,A#,0.422,-6.593,Minor,0.384,93.76,4-Apr,0.845,Rap
39540,29917.0,Matthew Sweet,Girlfriend,52.0,0.0090099999999999,0.529,219800.0,0.7140000000000001,6.26e-06,F#,0.0772,-6.315,Major,0.031,120.598,4-Apr,0.8140000000000001,Rock
23508,27301.0,Matthew Sweet,Girlfriend,52.0,0.0090099999999999,0.529,219800.0,0.7140000000000001,6.26e-06,F#,0.0772,-6.315,Major,0.031,120.598,4-Apr,0.8140000000000001,Country
15382,38727.0,Matthew West,"Hello, My Name Is",54.0,0.000583,0.595,223427.0,0.894,1.24e-06,B,0.326,-4.115,Major,0.0323,?,4-Apr,0.643,Alternative
39660,43034.0,Matthew West,Strong Enough,53.0,0.00599,0.374,243361.0,0.787,0.0,A,0.0675,-5.06,Major,0.0385,159.881,4-Apr,0.315,Rock
17213,89583.0,Matthew West,Strong Enough,48.0,0.00599,0.374,243361.0,0.787,0.0,A,0.0675,-5.06,Major,0.0385,159.881,4-Apr,0.315,Alternative
37140,78170.0,Matthew West,"Hello, My Name Is",59.0,0.000583,0.595,223427.0,0.894,1.24e-06,B,0.326,-4.115,Major,0.0323,101.98700000000001,4-Apr,0.643,Rock
45574,73107.0,Maxo Kream,Grannies,54.0,0.0845,0.816,211948.0,0.586,0.00502,B,0.184,-9.014,Minor,0.17,102.669,5-Apr,0.6459999999999999,Hip-Hop
29072,87139.0,Maxo Kream,Grannies,54.0,0.0845,0.816,211948.0,0.586,0.00502,B,0.184,-9.014,Minor,0.17,102.669,5-Apr,0.6459999999999999,Rap
16701,88495.0,Mazzy Star,Into Dust,53.0,0.94,0.415,336760.0,0.132,0.1369999999999999,G,0.113,-18.839,Major,0.0353,169.00599999999997,4-Apr,0.122,Alternative
38413,89372.0,Mazzy Star,Into Dust,57.0,0.94,0.415,336760.0,0.132,0.1369999999999999,G,0.113,-18.839,Major,0.0353,169.00599999999997,4-Apr,0.122,Rock
28577,32284.0,Meek Mill,Litty (feat. Tory Lanez),68.0,0.0451,0.5920000000000001,280615.0,0.701,0.0,A#,0.327,-4.013999999999999,Minor,0.0858,129.501,4-Apr,0.282,Rap
45336,51477.0,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),74.0,0.0581,0.763,234589.0,0.441,0.0,C,0.0458,-8.211,Major,0.256,?,4-Apr,0.5379999999999999,Hip-Hop
47888,75374.0,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),72.0,0.0242,0.589,223973.0,0.6579999999999999,0.0,B,0.118,-5.287999999999999,Minor,0.203,77.521,4-Apr,0.251,Hip-Hop
48117,50794.0,Meek Mill,Froze (feat. Lil Uzi Vert & Nicki Minaj),57.0,0.00375,0.7,210472.0,0.693,0.0,D,0.314,-6.553,Major,0.14,133.981,4-Apr,0.525,Hip-Hop
25285,73695.0,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),72.0,0.0242,0.589,223973.0,0.6579999999999999,0.0,B,0.118,-5.287999999999999,Minor,0.203,77.521,4-Apr,0.251,Rap
45201,54327.0,Meek Mill,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",67.0,0.00807,0.7659999999999999,168495.0,0.703,0.0,A#,0.0618,-5.877000000000001,Minor,0.163,163.06,4-Apr,0.331,Hip-Hop
27062,58940.0,Meek Mill,Froze (feat. Lil Uzi Vert & Nicki Minaj),57.0,0.00375,0.7,210472.0,0.693,0.0,D,0.314,-6.553,Major,0.14,133.981,4-Apr,0.525,Rap
28688,57580.0,Meek Mill,Almost Slipped,67.0,0.246,0.49,246793.0,0.6509999999999999,0.0,G#,0.233,-6.24,Major,0.251,164.213,4-Apr,0.46,Rap
25885,51491.0,Meek Mill,Ima Boss - feat. Rick Ross,65.0,0.0415,0.37,250240.0,0.87,0.0,F,0.604,-2.09,Major,0.271,79.092,4-Apr,0.331,Rap
28259,22674.0,Meek Mill,Issues,52.0,0.1669999999999999,0.784,211685.0,0.608,0.0,G,0.0871,-5.885,Major,0.245,90.713,4-Apr,0.382,Rap
28715,20419.0,Meek Mill,"Splash Warning (feat. Future, Roddy Ricch and Young Thug)",67.0,0.00807,0.7659999999999999,168495.0,0.703,0.0,A#,0.0618,-5.877000000000001,Minor,0.163,163.06,4-Apr,0.331,Rap
48289,25108.0,Meek Mill,Ima Boss - feat. Rick Ross,65.0,0.0415,0.37,250240.0,0.87,0.0,F,0.604,-2.09,Major,0.271,79.092,4-Apr,0.331,Hip-Hop
45185,84863.0,Meek Mill,Issues,52.0,0.1669999999999999,0.784,211685.0,0.608,0.0,G,0.0871,-5.885,Major,0.245,90.713,4-Apr,0.382,Hip-Hop
27147,43404.0,Meek Mill,I Got the Juice,51.0,0.104,0.875,175040.0,0.527,0.0,C#,0.428,-7.327999999999999,Major,0.187,111.07,4-Apr,0.281,Rap
48401,86301.0,Meek Mill,Fuck That Check Up (feat. Lil Uzi Vert),51.0,0.00227,0.861,257867.0,0.715,0.0,B,0.144,-4.393,Minor,0.301,148.971,4-Apr,0.535,Hip-Hop
27169,27491.0,Meek Mill,R.I.C.O. (feat. Drake),73.0,0.317,0.727,197133.0,0.599,0.0,C#,0.2189999999999999,-6.941,Major,0.327,167.90900000000002,3-Apr,0.386,Rap
46372,27094.0,Meek Mill,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),64.0,0.0254,0.519,205373.0,0.57,0.0,C#,0.0821,-7.366,Major,0.2019999999999999,164.155,4-Apr,0.317,Hip-Hop
46974,88897.0,Meek Mill,Litty (feat. Tory Lanez),68.0,0.0451,0.5920000000000001,280615.0,0.701,0.0,A#,0.327,-4.013999999999999,Minor,0.0858,129.501,4-Apr,0.282,Hip-Hop
45424,57987.0,Meek Mill,Burn - feat. Big Sean,54.0,0.327,0.67,216667.0,0.895,0.0,D,0.2689999999999999,-1.4380000000000002,Major,0.349,111.389,5-Apr,0.622,Hip-Hop
46526,90185.0,Meek Mill,On The Regular,55.0,0.0175,0.7809999999999999,184110.0,0.764,0.0,D,0.102,-3.252,Major,0.1639999999999999,146.03,4-Apr,0.352,Hip-Hop
48056,44037.0,Meek Mill,24/7 (feat. Ella Mai),75.0,0.0135,0.657,221522.0,0.711,0.0,C,0.221,-5.355,Major,0.374,86.95700000000001,4-Apr,0.368,Hip-Hop
48922,84386.0,Meek Mill,I Got the Juice,51.0,0.104,0.875,175040.0,0.527,0.0,C#,0.428,-7.327999999999999,Major,0.187,111.07,4-Apr,0.281,Hip-Hop
26468,24801.0,Meek Mill,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),64.0,0.0254,0.519,205373.0,0.57,0.0,C#,0.0821,-7.366,Major,0.2019999999999999,164.155,4-Apr,0.317,Rap
25053,58428.0,Meek Mill,Dangerous (feat. Jeremih and PnB Rock),74.0,0.0581,0.763,234589.0,0.441,0.0,C,0.0458,-8.211,Major,0.256,86.09299999999999,4-Apr,0.5379999999999999,Rap
29087,65220.0,Meek Mill,Burn - feat. Big Sean,54.0,0.327,0.67,216667.0,0.895,0.0,D,0.2689999999999999,-1.4380000000000002,Major,0.349,111.389,5-Apr,0.622,Rap
29890,33485.0,Meek Mill,Fuck That Check Up (feat. Lil Uzi Vert),51.0,0.00227,0.861,257867.0,0.715,0.0,B,0.144,-4.393,Minor,0.301,148.971,4-Apr,0.535,Rap
26923,23250.0,Meek Mill,On The Regular,55.0,0.0175,0.7809999999999999,184110.0,0.764,0.0,D,0.102,-3.252,Major,0.1639999999999999,146.03,4-Apr,0.352,Rap
48616,26854.0,Meek Mill,R.I.C.O. (feat. Drake),73.0,0.317,0.727,197133.0,0.599,0.0,C#,0.2189999999999999,-6.941,Major,0.327,167.90900000000002,3-Apr,0.386,Hip-Hop
26090,44695.0,Meek Mill,24/7 (feat. Ella Mai),75.0,0.0135,0.657,221522.0,0.711,0.0,C,0.221,-5.355,Major,0.374,?,4-Apr,0.368,Rap
49515,91593.0,Meek Mill,Almost Slipped,67.0,0.246,0.49,246793.0,0.6509999999999999,0.0,G#,0.233,-6.24,Major,0.251,164.213,4-Apr,0.46,Hip-Hop
39786,64075.0,Merle Haggard,Fightin Side Of Me,55.0,0.512,0.75,174667.0,0.451,0.0,E,0.272,-13.355,Major,0.048,95.48299999999999,4-Apr,0.743,Rock
20100,76706.0,Merle Haggard,Fightin Side Of Me,55.0,0.512,0.75,174667.0,0.451,0.0,E,0.272,-13.355,Major,0.048,95.48299999999999,4-Apr,0.743,Country
45832,85990.0,Method Man,Bring The Pain,63.0,0.428,0.841,189760.0,0.4579999999999999,0.00355,F#,0.131,-10.501,Minor,0.263,101.89299999999999,4-Apr,0.2239999999999999,Hip-Hop
48322,86702.0,Method Man,I'll Be There For You/You're All I Need To Get By,51.0,0.172,0.728,309773.0,0.677,1.56e-05,E,0.326,-8.55,Minor,0.0574,95.01,4-Apr,0.6409999999999999,Hip-Hop
26548,47518.0,Method Man,I'll Be There For You/You're All I Need To Get By,51.0,0.172,0.728,-1.0,0.677,1.56e-05,E,0.326,-8.55,Minor,0.0574,95.01,4-Apr,0.6409999999999999,Rap
29032,49009.0,Method Man,Bring The Pain,63.0,0.428,0.841,189760.0,0.4579999999999999,0.00355,F#,0.131,-10.501,Minor,0.263,101.89299999999999,4-Apr,0.2239999999999999,Rap
18917,76639.0,Metric,Help I'm Alive,56.0,0.00813,0.565,285920.0,0.877,0.00251,F,0.26,-4.561,Minor,0.0614,118.484,4-Apr,0.389,Alternative
37301,36251.0,Metric,Help I'm Alive,60.0,0.00813,0.565,285920.0,0.877,0.00251,F,0.26,-4.561,Minor,0.0614,118.484,4-Apr,0.389,Rock
46166,57240.0,Metro Boomin,10 Freaky Girls (with 21 Savage),85.0,0.588,0.81,208293.0,0.353,0.0,F#,0.102,-9.931,Minor,0.31,88.031,4-Apr,0.0727,Hip-Hop
47127,73380.0,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),75.0,0.191,0.675,211920.0,0.23,0.0,C#,0.104,-10.363,Minor,0.204,173.96200000000002,4-Apr,0.1009999999999999,Hip-Hop
29933,68391.0,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),73.0,0.44,0.52,230240.0,0.594,0.0,B,0.185,-8.81,Minor,0.462,129.216,5-Apr,0.3929999999999999,Rap
27785,45363.0,Metro Boomin,10 Freaky Girls (with 21 Savage),85.0,0.588,0.81,208293.0,0.353,0.0,F#,0.102,-9.931,Minor,0.31,88.031,4-Apr,0.0727,Rap
27209,33122.0,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),75.0,0.191,0.675,211920.0,0.23,0.0,C#,0.104,-10.363,Minor,0.204,173.96200000000002,4-Apr,0.1009999999999999,Rap
49175,82934.0,Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),73.0,0.44,0.52,230240.0,0.594,0.0,B,0.185,-8.81,Minor,0.462,129.216,5-Apr,0.3929999999999999,Hip-Hop
363,55518.0,Metronomy,The Look,69.0,0.623,0.638,-1.0,0.535,0.0391,A,0.0837,-7.792000000000001,Minor,0.0415,84.947,4-Apr,0.504,Electronic
17276,82158.0,Metronomy,The Look,66.0,0.623,0.638,277653.0,0.535,0.0391,A,0.0837,-7.792000000000001,Minor,0.0415,84.947,4-Apr,0.504,Alternative
26206,81158.0,Mick Jenkins,Communicate (feat. Ravyn Lenae),55.0,0.503,0.733,237046.0,0.568,0.0,E,0.284,-10.146,Minor,0.555,?,4-Apr,0.416,Rap
47078,74583.0,Mick Jenkins,Communicate (feat. Ravyn Lenae),55.0,0.503,0.733,-1.0,0.568,0.0,E,0.284,-10.146,Minor,0.555,120.111,4-Apr,0.416,Hip-Hop
25976,68161.0,Mick Jenkins,Jazz,65.0,0.25,0.636,260160.0,0.61,0.000121,G#,0.113,-9.665,Major,0.119,125.227,3-Apr,0.296,Rap
49547,41962.0,Mick Jenkins,Jazz,65.0,0.25,0.636,260160.0,0.61,0.000121,G#,0.113,-9.665,Major,0.119,125.227,3-Apr,0.296,Hip-Hop
25580,57416.0,Migos,Movin' Too Fast,57.0,0.141,0.873,263983.0,0.5770000000000001,0.0,C#,0.0785,-7.263999999999999,Minor,0.188,131.066,4-Apr,0.183,Rap
46120,63161.0,Migos,Bad and Boujee (feat. Lil Uzi Vert),79.0,0.061,0.927,343150.0,0.665,0.0,B,0.123,-5.313,Major,0.244,127.07600000000001,4-Apr,0.175,Hip-Hop
48310,46662.0,Migos,Culture (feat. DJ Khaled),56.0,0.0379,0.825,153558.0,0.7,0.0,B,0.139,-5.098,Minor,0.243,132.996,4-Apr,0.317,Hip-Hop
46784,52870.0,Migos,Beast,58.0,0.0256,0.892,260224.0,0.46,0.0,C#,0.147,-7.814,Major,0.0997,136.964,4-Apr,0.093,Hip-Hop
26602,27235.0,Migos,Wishy Washy,50.0,0.176,0.8290000000000001,300745.0,0.711,0.0,C#,0.0901,-5.03,Major,0.067,117.97200000000001,4-Apr,0.654,Rap
27487,35654.0,Migos,What The Price,59.0,0.293,0.7859999999999999,248506.0,0.625,0.0,F#,0.15,-4.194,Major,0.0542,123.98299999999999,4-Apr,0.216,Rap
48410,84249.0,Migos,Flooded,55.0,0.00823,0.95,-1.0,0.512,0.0,A#,0.1159999999999999,-6.712000000000001,Minor,0.402,135.076,4-Apr,0.3229999999999999,Hip-Hop
27621,65953.0,Migos,Top Down On Da NAWF,56.0,0.00265,0.815,295487.0,0.4379999999999999,0.004,F,0.104,-7.808,Major,0.0744,151.02100000000002,4-Apr,0.144,Rap
45429,58553.0,Migos,MotorSport,82.0,0.0338,0.8959999999999999,303077.0,0.515,0.0,D,0.317,-5.395,Major,0.183,138.016,4-Apr,0.174,Hip-Hop
26826,88641.0,Migos,White Sand,64.0,0.0317,0.833,202835.0,0.58,0.0,F,0.272,-7.57,Minor,0.0824,142.10399999999998,4-Apr,0.419,Rap
45873,75843.0,Migos,White Sand,64.0,0.0317,0.833,-1.0,0.58,0.0,F,0.272,-7.57,Minor,0.0824,142.10399999999998,4-Apr,0.419,Hip-Hop
29999,27486.0,Migos,Culture (feat. DJ Khaled),56.0,0.0379,0.825,153558.0,0.7,0.0,B,0.139,-5.098,Minor,0.243,132.996,4-Apr,0.317,Rap
25471,68344.0,Migos,Flooded,55.0,0.00823,0.95,-1.0,0.512,0.0,A#,0.1159999999999999,-6.712000000000001,Minor,0.402,135.076,4-Apr,0.3229999999999999,Rap
46911,57516.0,Migos,Wishy Washy,50.0,0.176,0.8290000000000001,300745.0,0.711,0.0,C#,0.0901,-5.03,Major,0.067,117.97200000000001,4-Apr,0.654,Hip-Hop
29955,42462.0,Migos,Bad and Boujee (feat. Lil Uzi Vert),79.0,0.061,0.927,343150.0,0.665,0.0,B,0.123,-5.313,Major,0.244,127.07600000000001,4-Apr,0.175,Rap
25279,77360.0,Migos,Gang Gang,66.0,0.272,0.635,181319.0,0.601,0.0,D,0.1119999999999999,-9.837,Major,0.144,180.046,4-Apr,0.515,Rap
25944,46425.0,Migos,MotorSport,82.0,0.0338,0.8959999999999999,303077.0,0.515,0.0,D,0.317,-5.395,Major,0.183,138.016,4-Apr,0.174,Rap
45162,39850.0,Migos,Movin' Too Fast,57.0,0.141,0.873,263983.0,0.5770000000000001,0.0,C#,0.0785,-7.263999999999999,Minor,0.188,131.066,4-Apr,0.183,Hip-Hop
47966,75466.0,Migos,Gang Gang,66.0,0.272,0.635,181319.0,0.601,0.0,D,0.1119999999999999,-9.837,Major,0.144,180.046,4-Apr,0.515,Hip-Hop
25936,21470.0,Migos,Beast,58.0,0.0256,0.892,260224.0,0.46,0.0,C#,0.147,-7.814,Major,0.0997,?,4-Apr,0.093,Rap
49392,74648.0,Migos,Top Down On Da NAWF,56.0,0.00265,0.815,295487.0,0.4379999999999999,0.004,F,0.104,-7.808,Major,0.0744,151.02100000000002,4-Apr,0.144,Hip-Hop
49059,74316.0,Migos,What The Price,59.0,0.293,0.7859999999999999,248506.0,0.625,0.0,F#,0.15,-4.194,Major,0.0542,123.98299999999999,4-Apr,0.216,Hip-Hop
26590,47131.0,Mike Jones,Flossin' (feat. Big Moe),53.0,0.0473,0.92,191160.0,0.616,0.0,G,0.173,-4.522,Major,0.209,97.749,4-Apr,0.62,Rap
47531,43863.0,Mike Jones,Flossin' (feat. Big Moe),53.0,0.0473,0.92,191160.0,0.616,0.0,G,0.173,-4.522,Major,0.209,97.749,4-Apr,0.62,Hip-Hop
29713,25632.0,Mike Jones,Still Tippin' (feat. Slim Thug and Paul Wall),58.0,0.0361,0.86,-1.0,0.861,4.07e-05,F#,0.113,-7.131,Minor,0.307,143.184,4-Apr,0.79,Rap
47395,80097.0,Mike Jones,Still Tippin' (feat. Slim Thug and Paul Wall),58.0,0.0361,0.86,271053.0,0.861,4.07e-05,F#,0.113,-7.131,Minor,0.307,143.184,4-Apr,0.79,Hip-Hop
25634,44159.0,Mike Stud,All That Talk,57.0,0.6509999999999999,0.8640000000000001,176614.0,0.493,0.00518,G#,0.151,-7.718,Major,0.198,104.94200000000001,4-Apr,0.774,Rap
28088,42046.0,Mike Stud,Lost Me,62.0,0.406,0.787,171572.0,0.531,3.11e-05,E,0.0703,-6.468,Minor,0.132,91.95700000000001,4-Apr,0.276,Rap
26255,49529.0,Mike Stud,Jack Daniels,59.0,0.564,0.6920000000000001,206027.0,0.552,0.0289,B,0.158,-8.265,Minor,0.0473,80.02600000000001,4-Apr,0.363,Rap
29687,74637.0,Mike Stud,Can't Say No,55.0,0.159,0.767,205166.0,0.569,0.000765,C#,0.11,-7.827000000000001,Major,0.0695,?,4-Apr,0.8009999999999999,Rap
48071,54632.0,Mike Stud,Can't Say No,55.0,0.159,0.767,205166.0,0.569,0.000765,C#,0.11,-7.827000000000001,Major,0.0695,142.959,4-Apr,0.8009999999999999,Hip-Hop
45877,90429.0,Mike Stud,Jack Daniels,59.0,0.564,0.6920000000000001,206027.0,0.552,0.0289,B,0.158,-8.265,Minor,0.0473,80.02600000000001,4-Apr,0.363,Hip-Hop
48559,53422.0,Mike Stud,Lost Me,62.0,0.406,0.787,171572.0,0.531,3.11e-05,E,0.0703,-6.468,Minor,0.132,91.95700000000001,4-Apr,0.276,Hip-Hop
47903,28411.0,Mike Stud,All That Talk,57.0,0.6509999999999999,0.8640000000000001,176614.0,0.493,0.00518,G#,0.151,-7.718,Major,0.198,104.94200000000001,4-Apr,0.774,Hip-Hop
26133,59916.0,Mike WiLL Made-It,Watching Me (with Rae Sremmurd & Kodak Black),61.0,0.0219,0.772,-1.0,0.879,0.0,D,0.148,-3.423,Major,0.0395,139.972,4-Apr,0.431,Rap
47813,46083.0,Mike WiLL Made-It,Watching Me (with Rae Sremmurd & Kodak Black),61.0,0.0219,0.772,257252.0,0.879,0.0,D,0.148,-3.423,Major,0.0395,139.972,4-Apr,0.431,Hip-Hop
29691,41840.0,Mike WiLL Made-It,Amen (Pre Fight Prayer) (with Lil Wayne),63.0,0.287,0.647,121171.0,0.609,0.0002819999999999,A,0.8370000000000001,-5.02,Minor,0.16,163.957,4-Apr,0.291,Rap
28072,84124.0,Mike WiLL Made-It,Check (with Nas & Rick Ross),59.0,0.105,0.5660000000000001,216590.0,0.693,0.0,C#,0.103,-5.009,Major,0.241,81.637,4-Apr,0.732,Rap
29149,54273.0,Mike WiLL Made-It,"The Mantra - From ""Creed II: The Album""",65.0,0.268,0.703,252384.0,0.706,0.0,A,0.171,-3.797,Minor,0.109,154.985,4-Apr,0.43,Rap
26506,53197.0,Mike WiLL Made-It,"Gucci On My (feat. 21 Savage, YG & Migos)",64.0,0.173,0.934,274847.0,0.359,8.11e-06,C#,0.152,-5.132999999999999,Major,0.23,140.004,4-Apr,0.0886,Rap
47706,42897.0,Mike WiLL Made-It,Amen (Pre Fight Prayer) (with Lil Wayne),63.0,0.287,0.647,121171.0,0.609,0.0002819999999999,A,0.8370000000000001,-5.02,Minor,0.16,163.957,4-Apr,0.291,Hip-Hop
29673,36171.0,Mike WiLL Made-It,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",74.0,0.17,0.545,131674.0,0.975,0.0,A#,0.145,-3.193,Minor,0.4539999999999999,123.906,5-Apr,0.609,Rap
48156,43926.0,Mike WiLL Made-It,"The Mantra - From ""Creed II: The Album""",65.0,0.268,0.703,252384.0,0.706,0.0,A,0.171,-3.797,Minor,0.109,154.985,4-Apr,0.43,Hip-Hop
46700,75316.0,Mike WiLL Made-It,"Gucci On My (feat. 21 Savage, YG & Migos)",64.0,0.173,0.934,274847.0,0.359,8.11e-06,C#,0.152,-5.132999999999999,Major,0.23,140.004,4-Apr,0.0886,Hip-Hop
47712,45727.0,Mike WiLL Made-It,"Runnin (with A$AP Rocky, A$AP Ferg & Nicki Minaj)",74.0,0.17,0.545,-1.0,0.975,0.0,A#,0.145,-3.193,Minor,0.4539999999999999,123.906,5-Apr,0.609,Hip-Hop
25108,45126.0,Mike WiLL Made-It,"F.I.G.H.T. (with Eearz, Gucci Mane, YG, Trouble, Quavo & Juicy J)",60.0,0.0258,0.78,390999.0,0.852,2.7e-06,C,0.183,-1.3330000000000002,Major,0.176,141.03,4-Apr,0.523,Rap
